zip,state_name,city,population
601,Puerto Rico,Adjuntas,16834.0
602,Puerto Rico,Aguada,37642.0
603,Puerto Rico,Aguadilla,49075.0
606,Puerto Rico,Maricao,5590.0
610,Puerto Rico,Anasco,25542.0
611,Puerto Rico,Angeles,1315.0
612,Puerto Rico,Arecibo,63312.0
616,Puerto Rico,Bajadero,9625.0
617,Puerto Rico,Barceloneta,22573.0
622,Puerto Rico,Boqueron,7577.0
623,Puerto Rico,Cabo Rojo,39406.0
624,Puerto Rico,Penuelas,21648.0
627,Puerto Rico,Camuy,32733.0
631,Puerto Rico,Castaner,1431.0
637,Puerto Rico,Sabana Grande,22882.0
638,Puerto Rico,Ciales,17605.0
641,Puerto Rico,Utuado,24299.0
646,Puerto Rico,Dorado,35926.0
647,Puerto Rico,Ensenada,4702.0
650,Puerto Rico,Florida,13767.0
652,Puerto Rico,Garrochales,3924.0
653,Puerto Rico,Guanica,8980.0
656,Puerto Rico,Guayanilla,18121.0
659,Puerto Rico,Hatillo,37066.0
660,Puerto Rico,Hormigueros,15483.0
662,Puerto Rico,Isabela,40480.0
664,Puerto Rico,Jayuya,14967.0
667,Puerto Rico,Lajas,23370.0
669,Puerto Rico,Lares,27529.0
670,Puerto Rico,Las Marias,8746.0
674,Puerto Rico,Manati,39385.0
676,Puerto Rico,Moca,36683.0
677,Puerto Rico,Rincon,15304.0
678,Puerto Rico,Quebradillas,25039.0
680,Puerto Rico,Mayaguez,43173.0
682,Puerto Rico,Mayaguez,30414.0
683,Puerto Rico,San German,29547.0
685,Puerto Rico,San Sebastian,40346.0
687,Puerto Rico,Morovis,28659.0
688,Puerto Rico,Sabana Hoyos,11478.0
690,Puerto Rico,San Antonio,5781.0
692,Puerto Rico,Vega Alta,33302.0
693,Puerto Rico,Vega Baja,55570.0
694,Puerto Rico,Vega Baja,98.0
698,Puerto Rico,Yauco,33506.0
703,Puerto Rico,Aguas Buenas,24475.0
704,Puerto Rico,Aguirre,6831.0
705,Puerto Rico,Aibonito,24401.0
707,Puerto Rico,Maunabo,10487.0
714,Puerto Rico,Arroyo,15797.0
715,Puerto Rico,Mercedita,2040.0
716,Puerto Rico,Ponce,27166.0
717,Puerto Rico,Ponce,15029.0
718,Puerto Rico,Naguabo,23289.0
719,Puerto Rico,Naranjito,29523.0
720,Puerto Rico,Orocovis,20816.0
723,Puerto Rico,Patillas,15978.0
725,Puerto Rico,Caguas,77244.0
727,Puerto Rico,Caguas,53258.0
728,Puerto Rico,Ponce,38590.0
729,Puerto Rico,Canovanas,47826.0
730,Puerto Rico,Ponce,32267.0
731,Puerto Rico,Ponce,10473.0
735,Puerto Rico,Ceiba,11164.0
736,Puerto Rico,Cayey,45867.0
738,Puerto Rico,Fajardo,30093.0
739,Puerto Rico,Cidra,34678.0
740,Puerto Rico,Puerto Real,2034.0
741,Puerto Rico,Punta Santiago,3627.0
745,Puerto Rico,Rio Grande,47494.0
751,Puerto Rico,Salinas,19570.0
754,Puerto Rico,San Lorenzo,36576.0
757,Puerto Rico,Santa Isabel,20048.0
765,Puerto Rico,Vieques,8199.0
766,Puerto Rico,Villalba,22053.0
767,Puerto Rico,Yabucoa,30779.0
769,Puerto Rico,Coamo,34374.0
771,Puerto Rico,Las Piedras,34964.0
772,Puerto Rico,Loiza,17316.0
773,Puerto Rico,Luquillo,17716.0
775,Puerto Rico,Culebra,1186.0
777,Puerto Rico,Juncos,37726.0
778,Puerto Rico,Gurabo,40476.0
780,Puerto Rico,Coto Laurel,13908.0
782,Puerto Rico,Comerio,18639.0
783,Puerto Rico,Corozal,34205.0
784,Puerto Rico,Guayama,35917.0
786,Puerto Rico,La Plata,154.0
791,Puerto Rico,Humacao,46537.0
794,Puerto Rico,Barranquitas,28335.0
795,Puerto Rico,Juana Diaz,42900.0
802,Virgin Islands,St Thomas,
820,Virgin Islands,Christiansted,
830,Virgin Islands,St John,
840,Virgin Islands,Frederiksted,
850,Virgin Islands,Kingshill,
851,Virgin Islands,Kingshill,
901,Puerto Rico,San Juan,8220.0
906,Puerto Rico,San Juan,148.0
907,Puerto Rico,San Juan,16607.0
909,Puerto Rico,San Juan,5260.0
911,Puerto Rico,San Juan,7087.0
912,Puerto Rico,San Juan,5955.0
913,Puerto Rico,San Juan,7068.0
915,Puerto Rico,San Juan,24713.0
917,Puerto Rico,San Juan,18544.0
918,Puerto Rico,San Juan,15976.0
920,Puerto Rico,San Juan,17293.0
921,Puerto Rico,San Juan,33555.0
923,Puerto Rico,San Juan,24760.0
924,Puerto Rico,San Juan,47080.0
925,Puerto Rico,San Juan,5556.0
926,Puerto Rico,San Juan,93751.0
927,Puerto Rico,San Juan,13766.0
934,Puerto Rico,Fort Buchanan,128.0
949,Puerto Rico,Toa Baja,68031.0
950,Puerto Rico,Toa Baja,0.0
951,Puerto Rico,Toa Baja,298.0
952,Puerto Rico,Sabana Seca,8168.0
953,Puerto Rico,Toa Alta,66079.0
956,Puerto Rico,Bayamon,65841.0
957,Puerto Rico,Bayamon,41009.0
959,Puerto Rico,Bayamon,47721.0
960,Puerto Rico,Bayamon,3405.0
961,Puerto Rico,Bayamon,29271.0
962,Puerto Rico,Catano,19614.0
965,Puerto Rico,Guaynabo,5148.0
966,Puerto Rico,Guaynabo,16451.0
968,Puerto Rico,Guaynabo,3554.0
969,Puerto Rico,Guaynabo,41784.0
971,Puerto Rico,Guaynabo,26430.0
976,Puerto Rico,Trujillo Alto,61638.0
979,Puerto Rico,Carolina,16890.0
982,Puerto Rico,Carolina,13876.0
983,Puerto Rico,Carolina,31816.0
985,Puerto Rico,Carolina,32265.0
987,Puerto Rico,Carolina,54109.0
1001,Massachusetts,Agawam,16045.0
1002,Massachusetts,Amherst,22992.0
1003,Massachusetts,Amherst,11989.0
1005,Massachusetts,Barre,4837.0
1007,Massachusetts,Belchertown,15368.0
1008,Massachusetts,Blandford,1231.0
1009,Massachusetts,Bondsville,699.0
1010,Massachusetts,Brimfield,3699.0
1011,Massachusetts,Chester,1318.0
1012,Massachusetts,Chesterfield,440.0
1013,Massachusetts,Chicopee,22895.0
1020,Massachusetts,Chicopee,30417.0
1022,Massachusetts,Chicopee,2144.0
1026,Massachusetts,Cummington,1073.0
1027,Massachusetts,Easthampton,17711.0
1028,Massachusetts,East Longmeadow,16273.0
1029,Massachusetts,East Otis,527.0
1030,Massachusetts,Feeding Hills,12561.0
1031,Massachusetts,Gilbertville,1697.0
1032,Massachusetts,Goshen,484.0
1033,Massachusetts,Granby,6096.0
1034,Massachusetts,Granville,2065.0
1035,Massachusetts,Hadley,5295.0
1036,Massachusetts,Hampden,4966.0
1037,Massachusetts,Hardwick,582.0
1038,Massachusetts,Hatfield,2469.0
1039,Massachusetts,Haydenville,1728.0
1040,Massachusetts,Holyoke,38210.0
1050,Massachusetts,Huntington,2714.0
1053,Massachusetts,Leeds,1885.0
1054,Massachusetts,Leverett,1793.0
1056,Massachusetts,Ludlow,20883.0
1057,Massachusetts,Monson,8215.0
1060,Massachusetts,Northampton,14724.0
1062,Massachusetts,Florence,9491.0
1063,Massachusetts,Northampton,2089.0
1066,Massachusetts,North Hatfield,134.0
1068,Massachusetts,Oakham,1585.0
1069,Massachusetts,Palmer,8516.0
1070,Massachusetts,Plainfield,571.0
1071,Massachusetts,Russell,1259.0
1072,Massachusetts,Shutesbury,1413.0
1073,Massachusetts,Southampton,6185.0
1074,Massachusetts,South Barre,694.0
1075,Massachusetts,South Hadley,17115.0
1077,Massachusetts,Southwick,9244.0
1079,Massachusetts,Thorndike,640.0
1080,Massachusetts,Three Rivers,2674.0
1081,Massachusetts,Wales,1716.0
1082,Massachusetts,Ware,10533.0
1083,Massachusetts,Warren,2539.0
1084,Massachusetts,West Chesterfield,99.0
1085,Massachusetts,Westfield,41592.0
1088,Massachusetts,West Hatfield,725.0
1089,Massachusetts,West Springfield,28755.0
1092,Massachusetts,West Warren,1428.0
1093,Massachusetts,Whately,145.0
1094,Massachusetts,Wheelwright,44.0
1095,Massachusetts,Wilbraham,14673.0
1096,Massachusetts,Williamsburg,2516.0
1097,Massachusetts,Woronoco,36.0
1098,Massachusetts,Worthington,951.0
1103,Massachusetts,Springfield,2245.0
1104,Massachusetts,Springfield,22606.0
1105,Massachusetts,Springfield,12045.0
1106,Massachusetts,Longmeadow,16019.0
1107,Massachusetts,Springfield,12443.0
1108,Massachusetts,Springfield,26198.0
1109,Massachusetts,Springfield,31301.0
1118,Massachusetts,Springfield,15112.0
1119,Massachusetts,Springfield,14182.0
1128,Massachusetts,Springfield,3063.0
1129,Massachusetts,Springfield,6486.0
1144,Massachusetts,Springfield,0.0
1151,Massachusetts,Indian Orchard,9467.0
1201,Massachusetts,Pittsfield,45188.0
1220,Massachusetts,Adams,8149.0
1222,Massachusetts,Ashley Falls,623.0
1223,Massachusetts,Becket,2565.0
1224,Massachusetts,Berkshire,124.0
1225,Massachusetts,Cheshire,3239.0
1226,Massachusetts,Dalton,6332.0
1229,Massachusetts,Glendale,125.0
1230,Massachusetts,Great Barrington,9095.0
1235,Massachusetts,Hinsdale,2461.0
1236,Massachusetts,Housatonic,1625.0
1237,Massachusetts,Lanesborough,2451.0
1238,Massachusetts,Lee,5928.0
1240,Massachusetts,Lenox,4922.0
1242,Massachusetts,Lenox Dale,255.0
1243,Massachusetts,Middlefield,135.0
1244,Massachusetts,Mill River,158.0
1245,Massachusetts,Monterey,828.0
1247,Massachusetts,North Adams,15279.0
1253,Massachusetts,Otis,818.0
1254,Massachusetts,Richmond,961.0
1255,Massachusetts,Sandisfield,931.0
1256,Massachusetts,Savoy,620.0
1257,Massachusetts,Sheffield,2230.0
1258,Massachusetts,South Egremont,188.0
1259,Massachusetts,Southfield,733.0
1260,Massachusetts,South Lee,20.0
1262,Massachusetts,Stockbridge,1785.0
1264,Massachusetts,Tyringham,207.0
1266,Massachusetts,West Stockbridge,952.0
1267,Massachusetts,Williamstown,8142.0
1270,Massachusetts,Windsor,999.0
1301,Massachusetts,Greenfield,17880.0
1330,Massachusetts,Ashfield,1607.0
1331,Massachusetts,Athol,13845.0
1337,Massachusetts,Bernardston,2470.0
1338,Massachusetts,Buckland,65.0
1339,Massachusetts,Charlemont,1396.0
1340,Massachusetts,Colrain,1890.0
1341,Massachusetts,Conway,1620.0
1342,Massachusetts,Deerfield,1321.0
1343,Massachusetts,Drury,167.0
1344,Massachusetts,Erving,1631.0
1346,Massachusetts,Heath,409.0
1347,Massachusetts,Lake Pleasant,197.0
1349,Massachusetts,Millers Falls,764.0
1350,Massachusetts,Monroe Bridge,103.0
1351,Massachusetts,Montague,2741.0
1354,Massachusetts,Gill,1747.0
1355,Massachusetts,New Salem,1009.0
1360,Massachusetts,Northfield,2871.0
1364,Massachusetts,Orange,7643.0
1366,Massachusetts,Petersham,1177.0
1367,Massachusetts,Rowe,504.0
1368,Massachusetts,Royalston,1455.0
1370,Massachusetts,Shelburne Falls,3713.0
1373,Massachusetts,South Deerfield,4921.0
1375,Massachusetts,Sunderland,3658.0
1376,Massachusetts,Turners Falls,4868.0
1378,Massachusetts,Warwick,814.0
1379,Massachusetts,Wendell,779.0
1380,Massachusetts,Wendell Depot,25.0
1420,Massachusetts,Fitchburg,41661.0
1430,Massachusetts,Ashburnham,6457.0
1431,Massachusetts,Ashby,3187.0
1432,Massachusetts,Ayer,8118.0
1434,Massachusetts,Devens,1763.0
1436,Massachusetts,Baldwinville,3694.0
1438,Massachusetts,East Templeton,385.0
1440,Massachusetts,Gardner,21231.0
1450,Massachusetts,Groton,11212.0
1451,Massachusetts,Harvard,5362.0
1452,Massachusetts,Hubbardston,4338.0
1453,Massachusetts,Leominster,43550.0
1460,Massachusetts,Littleton,10084.0
1462,Massachusetts,Lunenburg,11765.0
1463,Massachusetts,Pepperell,11667.0
1464,Massachusetts,Shirley,7092.0
1468,Massachusetts,Templeton,4009.0
1469,Massachusetts,Townsend,7168.0
1473,Massachusetts,Westminster,8220.0
1474,Massachusetts,West Townsend,1902.0
1475,Massachusetts,Winchendon,10180.0
1501,Massachusetts,Auburn,16763.0
1503,Massachusetts,Berlin,3514.0
1504,Massachusetts,Blackstone,9195.0
1505,Massachusetts,Boylston,4855.0
1506,Massachusetts,Brookfield,3443.0
1507,Massachusetts,Charlton,13338.0
1510,Massachusetts,Clinton,15347.0
1515,Massachusetts,East Brookfield,2120.0
1516,Massachusetts,Douglas,9213.0
1518,Massachusetts,Fiskdale,3047.0
1519,Massachusetts,Grafton,7634.0
1520,Massachusetts,Holden,16893.0
1521,Massachusetts,Holland,2585.0
1522,Massachusetts,Jefferson,2890.0
1523,Massachusetts,Lancaster,8395.0
1524,Massachusetts,Leicester,6077.0
1525,Massachusetts,Linwood,31.0
1527,Massachusetts,Millbury,13852.0
1529,Massachusetts,Millville,3176.0
1531,Massachusetts,New Braintree,984.0
1532,Massachusetts,Northborough,15647.0
1534,Massachusetts,Northbridge,5893.0
1535,Massachusetts,North Brookfield,4750.0
1536,Massachusetts,North Grafton,7282.0
1537,Massachusetts,North Oxford,1935.0
1540,Massachusetts,Oxford,11420.0
1541,Massachusetts,Princeton,3497.0
1542,Massachusetts,Rochdale,2815.0
1543,Massachusetts,Rutland,9102.0
1545,Massachusetts,Shrewsbury,38734.0
1550,Massachusetts,Southbridge,17669.0
1560,Massachusetts,South Grafton,4734.0
1561,Massachusetts,South Lancaster,0.0
1562,Massachusetts,Spencer,11955.0
1564,Massachusetts,Sterling,8053.0
1566,Massachusetts,Sturbridge,6795.0
1568,Massachusetts,Upton,7828.0
1569,Massachusetts,Uxbridge,14039.0
1570,Massachusetts,Webster,17671.0
1571,Massachusetts,Dudley,11885.0
1581,Massachusetts,Westborough,21360.0
1583,Massachusetts,West Boylston,7476.0
1585,Massachusetts,West Brookfield,4841.0
1588,Massachusetts,Whitinsville,10468.0
1590,Massachusetts,Sutton,9268.0
1602,Massachusetts,Worcester,25869.0
1603,Massachusetts,Worcester,20678.0
1604,Massachusetts,Worcester,40724.0
1605,Massachusetts,Worcester,30590.0
1606,Massachusetts,Worcester,22636.0
1607,Massachusetts,Worcester,8630.0
1608,Massachusetts,Worcester,5080.0
1609,Massachusetts,Worcester,23256.0
1610,Massachusetts,Worcester,27033.0
1611,Massachusetts,Cherry Valley,2188.0
1612,Massachusetts,Paxton,5013.0
1701,Massachusetts,Framingham,32973.0
1702,Massachusetts,Framingham,38898.0
1718,Massachusetts,Acton,737.0
1719,Massachusetts,Boxborough,5462.0
1720,Massachusetts,Acton,23081.0
1721,Massachusetts,Ashland,18634.0
1730,Massachusetts,Bedford,14408.0
1731,Massachusetts,Hanscom Afb,1784.0
1740,Massachusetts,Bolton,5653.0
1741,Massachusetts,Carlisle,5209.0
1742,Massachusetts,Concord,18311.0
1745,Massachusetts,Fayville,554.0
1746,Massachusetts,Holliston,14902.0
1747,Massachusetts,Hopedale,6021.0
1748,Massachusetts,Hopkinton,18748.0
1749,Massachusetts,Hudson,19947.0
1752,Massachusetts,Marlborough,41391.0
1754,Massachusetts,Maynard,10671.0
1756,Massachusetts,Mendon,6238.0
1757,Massachusetts,Milford,30411.0
1760,Massachusetts,Natick,36274.0
1770,Massachusetts,Sherborn,4404.0
1772,Massachusetts,Southborough,9867.0
1773,Massachusetts,Lincoln,5216.0
1775,Massachusetts,Stow,7111.0
1776,Massachusetts,Sudbury,18926.0
1778,Massachusetts,Wayland,14070.0
1801,Massachusetts,Woburn,40992.0
1803,Massachusetts,Burlington,26004.0
1810,Massachusetts,Andover,35612.0
1821,Massachusetts,Billerica,30854.0
1824,Massachusetts,Chelmsford,26612.0
1826,Massachusetts,Dracut,32309.0
1827,Massachusetts,Dunstable,3359.0
1830,Massachusetts,Haverhill,26885.0
1832,Massachusetts,Haverhill,25707.0
1833,Massachusetts,Georgetown,8389.0
1834,Massachusetts,Groveland,6742.0
1835,Massachusetts,Haverhill,14681.0
1840,Massachusetts,Lawrence,6977.0
1841,Massachusetts,Lawrence,52738.0
1843,Massachusetts,Lawrence,28352.0
1844,Massachusetts,Methuen,52780.0
1845,Massachusetts,North Andover,31624.0
1850,Massachusetts,Lowell,16806.0
1851,Massachusetts,Lowell,32323.0
1852,Massachusetts,Lowell,36546.0
1854,Massachusetts,Lowell,29062.0
1860,Massachusetts,Merrimac,6717.0
1862,Massachusetts,North Billerica,11126.0
1863,Massachusetts,North Chelmsford,9570.0
1864,Massachusetts,North Reading,15529.0
1867,Massachusetts,Reading,25443.0
1876,Massachusetts,Tewksbury,30817.0
1879,Massachusetts,Tyngsboro,12385.0
1880,Massachusetts,Wakefield,27026.0
1886,Massachusetts,Westford,24524.0
1887,Massachusetts,Wilmington,23191.0
1890,Massachusetts,Winchester,22809.0
1901,Massachusetts,Lynn,1658.0
1902,Massachusetts,Lynn,51931.0
1904,Massachusetts,Lynn,20078.0
1905,Massachusetts,Lynn,26986.0
1906,Massachusetts,Saugus,28566.0
1907,Massachusetts,Swampscott,15208.0
1908,Massachusetts,Nahant,3336.0
1913,Massachusetts,Amesbury,17279.0
1915,Massachusetts,Beverly,41611.0
1921,Massachusetts,Boxford,8234.0
1922,Massachusetts,Byfield,3827.0
1923,Massachusetts,Danvers,27734.0
1929,Massachusetts,Essex,3648.0
1930,Massachusetts,Gloucester,29830.0
1937,Massachusetts,Hathorne,176.0
1938,Massachusetts,Ipswich,13791.0
1940,Massachusetts,Lynnfield,13072.0
1944,Massachusetts,Manchester,5386.0
1945,Massachusetts,Marblehead,20373.0
1949,Massachusetts,Middleton,9668.0
1950,Massachusetts,Newburyport,18356.0
1951,Massachusetts,Newbury,2896.0
1952,Massachusetts,Salisbury,9182.0
1960,Massachusetts,Peabody,54057.0
1965,Massachusetts,Prides Crossing,803.0
1966,Massachusetts,Rockport,6973.0
1969,Massachusetts,Rowley,6175.0
1970,Massachusetts,Salem,44435.0
1982,Massachusetts,South Hamilton,7612.0
1983,Massachusetts,Topsfield,6532.0
1984,Massachusetts,Wenham,4933.0
1985,Massachusetts,West Newbury,4521.0
2019,Massachusetts,Bellingham,17025.0
2021,Massachusetts,Canton,24293.0
2025,Massachusetts,Cohasset,8330.0
2026,Massachusetts,Dedham,25150.0
2030,Massachusetts,Dover,5886.0
2032,Massachusetts,East Walpole,4847.0
2035,Massachusetts,Foxboro,18476.0
2038,Massachusetts,Franklin,32777.0
2043,Massachusetts,Hingham,24143.0
2045,Massachusetts,Hull,10116.0
2047,Massachusetts,Humarock,218.0
2048,Massachusetts,Mansfield,23831.0
2050,Massachusetts,Marshfield,25915.0
2052,Massachusetts,Medfield,12844.0
2053,Massachusetts,Medway,13164.0
2054,Massachusetts,Millis,8565.0
2056,Massachusetts,Norfolk,11527.0
2061,Massachusetts,Norwell,11281.0
2062,Massachusetts,Norwood,31343.0
2066,Massachusetts,Scituate,18718.0
2067,Massachusetts,Sharon,18473.0
2071,Massachusetts,South Walpole,1480.0
2072,Massachusetts,Stoughton,29051.0
2081,Massachusetts,Walpole,19990.0
2090,Massachusetts,Westwood,16149.0
2093,Massachusetts,Wrentham,12173.0
2108,Massachusetts,Boston,4218.0
2109,Massachusetts,Boston,3559.0
2110,Massachusetts,Boston,2337.0
2111,Massachusetts,Boston,8417.0
2113,Massachusetts,Boston,6688.0
2114,Massachusetts,Boston,13356.0
2115,Massachusetts,Boston,27838.0
2116,Massachusetts,Boston,22286.0
2118,Massachusetts,Boston,28392.0
2119,Massachusetts,Roxbury,26821.0
2120,Massachusetts,Roxbury Crossing,14364.0
2121,Massachusetts,Dorchester,29820.0
2122,Massachusetts,Dorchester,24705.0
2124,Massachusetts,Dorchester Center,55336.0
2125,Massachusetts,Dorchester,31903.0
2126,Massachusetts,Mattapan,24994.0
2127,Massachusetts,South Boston,36175.0
2128,Massachusetts,East Boston,45357.0
2129,Massachusetts,Charlestown,19832.0
2130,Massachusetts,Jamaica Plain,41479.0
2131,Massachusetts,Roslindale,31637.0
2132,Massachusetts,West Roxbury,26488.0
2133,Massachusetts,Boston,0.0
2134,Massachusetts,Allston,17969.0
2135,Massachusetts,Brighton,44480.0
2136,Massachusetts,Hyde Park,39498.0
2138,Massachusetts,Cambridge,38006.0
2139,Massachusetts,Cambridge,39856.0
2140,Massachusetts,Cambridge,21553.0
2141,Massachusetts,Cambridge,14402.0
2142,Massachusetts,Cambridge,4474.0
2143,Massachusetts,Somerville,25329.0
2144,Massachusetts,Somerville,25022.0
2145,Massachusetts,Somerville,27692.0
2148,Massachusetts,Malden,65463.0
2149,Massachusetts,Everett,48685.0
2150,Massachusetts,Chelsea,39875.0
2151,Massachusetts,Revere,60592.0
2152,Massachusetts,Winthrop,19031.0
2155,Massachusetts,Medford,63873.0
2163,Massachusetts,Boston,1994.0
2169,Massachusetts,Quincy,60938.0
2170,Massachusetts,Quincy,19928.0
2171,Massachusetts,Quincy,19882.0
2176,Massachusetts,Melrose,29477.0
2180,Massachusetts,Stoneham,22992.0
2184,Massachusetts,Braintree,38748.0
2186,Massachusetts,Milton,28683.0
2188,Massachusetts,Weymouth,15313.0
2189,Massachusetts,East Weymouth,15567.0
2190,Massachusetts,South Weymouth,18516.0
2191,Massachusetts,North Weymouth,7904.0
2199,Massachusetts,Boston,1221.0
2203,Massachusetts,Boston,0.0
2205,Massachusetts,Boston,0.0
2210,Massachusetts,Boston,5706.0
2215,Massachusetts,Boston,24522.0
2301,Massachusetts,Brockton,69225.0
2302,Massachusetts,Brockton,35488.0
2322,Massachusetts,Avon,4730.0
2324,Massachusetts,Bridgewater,25819.0
2325,Massachusetts,Bridgewater,2712.0
2330,Massachusetts,Carver,11641.0
2332,Massachusetts,Duxbury,16041.0
2333,Massachusetts,East Bridgewater,14382.0
2338,Massachusetts,Halifax,7728.0
2339,Massachusetts,Hanover,14773.0
2341,Massachusetts,Hanson,10513.0
2343,Massachusetts,Holbrook,11282.0
2346,Massachusetts,Middleboro,24268.0
2347,Massachusetts,Lakeville,11625.0
2350,Massachusetts,Monponsett,106.0
2351,Massachusetts,Abington,17003.0
2356,Massachusetts,North Easton,12201.0
2357,Massachusetts,North Easton,1319.0
2359,Massachusetts,Pembroke,18330.0
2360,Massachusetts,Plymouth,61412.0
2364,Massachusetts,Kingston,13702.0
2366,Massachusetts,South Carver,216.0
2367,Massachusetts,Plympton,2923.0
2368,Massachusetts,Randolph,34747.0
2370,Massachusetts,Rockland,17721.0
2375,Massachusetts,South Easton,11501.0
2379,Massachusetts,West Bridgewater,7648.0
2382,Massachusetts,Whitman,15146.0
2420,Massachusetts,Lexington,16356.0
2421,Massachusetts,Lexington,17865.0
2445,Massachusetts,Brookline,22124.0
2446,Massachusetts,Brookline,31517.0
2451,Massachusetts,Waltham,18379.0
2452,Massachusetts,Waltham,15830.0
2453,Massachusetts,Waltham,30365.0
2457,Massachusetts,Babson Park,1758.0
2458,Massachusetts,Newton,12706.0
2459,Massachusetts,Newton Center,19182.0
2460,Massachusetts,Newtonville,9888.0
2461,Massachusetts,Newton Highlands,7049.0
2462,Massachusetts,Newton Lower Falls,1438.0
2464,Massachusetts,Newton Upper Falls,3440.0
2465,Massachusetts,West Newton,11823.0
2466,Massachusetts,Auburndale,8859.0
2467,Massachusetts,Chestnut Hill,21709.0
2468,Massachusetts,Waban,5589.0
2472,Massachusetts,Watertown,35300.0
2474,Massachusetts,Arlington,28167.0
2476,Massachusetts,Arlington,17739.0
2478,Massachusetts,Belmont,26964.0
2481,Massachusetts,Wellesley Hills,17100.0
2482,Massachusetts,Wellesley,11004.0
2492,Massachusetts,Needham,21192.0
2493,Massachusetts,Weston,11759.0
2494,Massachusetts,Needham Heights,10765.0
2532,Massachusetts,Buzzards Bay,13092.0
2534,Massachusetts,Cataumet,1460.0
2535,Massachusetts,Chilmark,2269.0
2536,Massachusetts,East Falmouth,20909.0
2537,Massachusetts,East Sandwich,6408.0
2538,Massachusetts,East Wareham,4494.0
2539,Massachusetts,Edgartown,5159.0
2540,Massachusetts,Falmouth,8615.0
2542,Massachusetts,Buzzards Bay,766.0
2543,Massachusetts,Woods Hole,801.0
2553,Massachusetts,Monument Beach,76.0
2554,Massachusetts,Nantucket,13861.0
2556,Massachusetts,North Falmouth,2375.0
2557,Massachusetts,Oak Bluffs,1924.0
2558,Massachusetts,Onset,1820.0
2559,Massachusetts,Pocasset,3205.0
2561,Massachusetts,Sagamore,481.0
2562,Massachusetts,Sagamore Beach,3485.0
2563,Massachusetts,Sandwich,10168.0
2564,Massachusetts,Siasconset,180.0
2568,Massachusetts,Vineyard Haven,8547.0
2571,Massachusetts,Wareham,10530.0
2575,Massachusetts,West Tisbury,2606.0
2576,Massachusetts,West Wareham,4406.0
2584,Massachusetts,Nantucket,24.0
2601,Massachusetts,Hyannis,17178.0
2630,Massachusetts,Barnstable,1922.0
2631,Massachusetts,Brewster,10176.0
2632,Massachusetts,Centerville,11929.0
2633,Massachusetts,Chatham,4667.0
2635,Massachusetts,Cotuit,3007.0
2637,Massachusetts,Cummaquid,323.0
2638,Massachusetts,Dennis,3146.0
2639,Massachusetts,Dennis Port,3308.0
2641,Massachusetts,East Dennis,319.0
2642,Massachusetts,Eastham,5724.0
2643,Massachusetts,East Orleans,0.0
2644,Massachusetts,Forestdale,3838.0
2645,Massachusetts,Harwich,10930.0
2646,Massachusetts,Harwich Port,1950.0
2647,Massachusetts,Hyannis Port,159.0
2648,Massachusetts,Marstons Mills,7774.0
2649,Massachusetts,Mashpee,15144.0
2650,Massachusetts,North Chatham,1024.0
2652,Massachusetts,North Truro,996.0
2653,Massachusetts,Orleans,6322.0
2655,Massachusetts,Osterville,3441.0
2657,Massachusetts,Provincetown,3630.0
2659,Massachusetts,South Chatham,916.0
2660,Massachusetts,South Dennis,6604.0
2663,Massachusetts,South Wellfleet,462.0
2664,Massachusetts,South Yarmouth,9282.0
2666,Massachusetts,Truro,631.0
2667,Massachusetts,Wellfleet,3890.0
2668,Massachusetts,West Barnstable,2465.0
2670,Massachusetts,West Dennis,1340.0
2671,Massachusetts,West Harwich,750.0
2672,Massachusetts,West Hyannisport,28.0
2673,Massachusetts,West Yarmouth,9246.0
2675,Massachusetts,Yarmouth Port,7185.0
2702,Massachusetts,Assonet,4416.0
2703,Massachusetts,Attleboro,46356.0
2713,Massachusetts,Cuttyhunk,32.0
2715,Massachusetts,Dighton,3620.0
2717,Massachusetts,East Freetown,4783.0
2718,Massachusetts,East Taunton,7213.0
2719,Massachusetts,Fairhaven,15899.0
2720,Massachusetts,Fall River,30558.0
2721,Massachusetts,Fall River,26807.0
2723,Massachusetts,Fall River,17164.0
2724,Massachusetts,Fall River,18445.0
2725,Massachusetts,Somerset,2359.0
2726,Massachusetts,Somerset,15907.0
2738,Massachusetts,Marion,5305.0
2739,Massachusetts,Mattapoisett,6511.0
2740,Massachusetts,New Bedford,46623.0
2743,Massachusetts,Acushnet,10466.0
2744,Massachusetts,New Bedford,12465.0
2745,Massachusetts,New Bedford,25084.0
2746,Massachusetts,New Bedford,16286.0
2747,Massachusetts,North Dartmouth,21383.0
2748,Massachusetts,South Dartmouth,11431.0
2760,Massachusetts,North Attleboro,29149.0
2762,Massachusetts,Plainville,9814.0
2763,Massachusetts,Attleboro Falls,1601.0
2764,Massachusetts,North Dighton,4463.0
2766,Massachusetts,Norton,19177.0
2767,Massachusetts,Raynham,15432.0
2769,Massachusetts,Rehoboth,12614.0
2770,Massachusetts,Rochester,5564.0
2771,Massachusetts,Seekonk,15475.0
2777,Massachusetts,Swansea,17158.0
2779,Massachusetts,Berkley,6768.0
2780,Massachusetts,Taunton,51915.0
2790,Massachusetts,Westport,16431.0
2791,Massachusetts,Westport Point,371.0
2802,Rhode Island,Albion,702.0
2804,Rhode Island,Ashaway,2560.0
2806,Rhode Island,Barrington,17121.0
2807,Rhode Island,Block Island,962.0
2808,Rhode Island,Bradford,2328.0
