zip,state_name,city,population
57006,South Dakota,Brookings,23402.0
57007,South Dakota,Brookings,2366.0
57010,South Dakota,Burbank,529.0
57012,South Dakota,Canistota,1122.0
57013,South Dakota,Canton,4512.0
57014,South Dakota,Centerville,1763.0
57015,South Dakota,Chancellor,846.0
57016,South Dakota,Chester,704.0
57017,South Dakota,Colman,1481.0
57018,South Dakota,Colton,1445.0
57020,South Dakota,Crooks,1885.0
57021,South Dakota,Davis,437.0
57022,South Dakota,Dell Rapids,5544.0
57024,South Dakota,Egan,473.0
57025,South Dakota,Elk Point,3063.0
57026,South Dakota,Elkton,1475.0
57027,South Dakota,Fairview,156.0
57028,South Dakota,Flandreau,3105.0
57029,South Dakota,Freeman,2330.0
57030,South Dakota,Garretson,2696.0
57031,South Dakota,Gayville,766.0
57032,South Dakota,Harrisburg,8960.0
57033,South Dakota,Hartford,6050.0
57034,South Dakota,Hudson,761.0
57035,South Dakota,Humboldt,1345.0
57036,South Dakota,Hurley,640.0
57037,South Dakota,Irene,1008.0
57038,South Dakota,Jefferson,1577.0
57039,South Dakota,Lennox,3759.0
57040,South Dakota,Lesterville,299.0
57041,South Dakota,Lyons,133.0
57042,South Dakota,Madison,8178.0
57043,South Dakota,Marion,1537.0
57045,South Dakota,Menno,1298.0
57046,South Dakota,Mission Hill,702.0
57047,South Dakota,Monroe,293.0
57048,South Dakota,Montrose,1299.0
57049,South Dakota,North Sioux City,7661.0
57050,South Dakota,Nunda,200.0
57051,South Dakota,Oldham,226.0
57052,South Dakota,Olivet,343.0
57053,South Dakota,Parker,2046.0
57054,South Dakota,Ramona,584.0
57055,South Dakota,Renner,1200.0
57057,South Dakota,Rutland,203.0
57058,South Dakota,Salem,1964.0
57059,South Dakota,Scotland,1242.0
57061,South Dakota,Sinai,174.0
57062,South Dakota,Springfield,2626.0
57063,South Dakota,Tabor,889.0
57064,South Dakota,Tea,7240.0
57065,South Dakota,Trent,386.0
57066,South Dakota,Tyndall,1294.0
57067,South Dakota,Utica,255.0
57068,South Dakota,Valley Springs,1666.0
57069,South Dakota,Vermillion,12872.0
57070,South Dakota,Viborg,1279.0
57071,South Dakota,Volga,3069.0
57072,South Dakota,Volin,529.0
57073,South Dakota,Wakonda,542.0
57075,South Dakota,Wentworth,1115.0
57076,South Dakota,Winfred,419.0
57077,South Dakota,Worthing,1410.0
57078,South Dakota,Yankton,20266.0
57103,South Dakota,Sioux Falls,35785.0
57104,South Dakota,Sioux Falls,26627.0
57105,South Dakota,Sioux Falls,22754.0
57106,South Dakota,Sioux Falls,50299.0
57107,South Dakota,Sioux Falls,10994.0
57108,South Dakota,Sioux Falls,31255.0
57110,South Dakota,Sioux Falls,21138.0
57117,South Dakota,Sioux Falls,18.0
57197,South Dakota,Sioux Falls,725.0
57201,South Dakota,Watertown,26119.0
57212,South Dakota,Arlington,2084.0
57213,South Dakota,Astoria,479.0
57214,South Dakota,Badger,176.0
57216,South Dakota,Big Stone City,1584.0
57217,South Dakota,Bradley,237.0
57218,South Dakota,Brandt,356.0
57219,South Dakota,Bristol,521.0
57220,South Dakota,Bruce,878.0
57221,South Dakota,Bryant,1020.0
57223,South Dakota,Castlewood,1317.0
57224,South Dakota,Claire City,168.0
57225,South Dakota,Clark,1745.0
57226,South Dakota,Clear Lake,1820.0
57227,South Dakota,Corona,511.0
57231,South Dakota,De Smet,1733.0
57232,South Dakota,Eden,540.0
57233,South Dakota,Erwin,257.0
57234,South Dakota,Estelline,1372.0
57235,South Dakota,Florence,843.0
57236,South Dakota,Garden City,120.0
57237,South Dakota,Gary,691.0
57238,South Dakota,Goodwin,306.0
57239,South Dakota,Grenville,387.0
57241,South Dakota,Hayti,998.0
57242,South Dakota,Hazel,415.0
57243,South Dakota,Henry,569.0
57245,South Dakota,Kranzburg,196.0
57246,South Dakota,Labolt,145.0
57247,South Dakota,Lake City,175.0
57248,South Dakota,Lake Norden,1083.0
57249,South Dakota,Lake Preston,950.0
57251,South Dakota,Marvin,191.0
57252,South Dakota,Milbank,4669.0
57255,South Dakota,New Effington,526.0
57256,South Dakota,Ortley,223.0
57257,South Dakota,Peever,574.0
57258,South Dakota,Raymond,261.0
57259,South Dakota,Revillo,605.0
57260,South Dakota,Rosholt,1029.0
57261,South Dakota,Roslyn,296.0
57262,South Dakota,Sisseton,5389.0
57263,South Dakota,South Shore,477.0
57264,South Dakota,Stockholm,252.0
57265,South Dakota,Strandburg,204.0
57266,South Dakota,Summit,571.0
57268,South Dakota,Toronto,520.0
57269,South Dakota,Twin Brooks,179.0
57270,South Dakota,Veblen,758.0
57271,South Dakota,Vienna,224.0
57272,South Dakota,Wallace,208.0
57273,South Dakota,Waubay,1173.0
57274,South Dakota,Webster,2685.0
57276,South Dakota,White,1018.0
57278,South Dakota,Willow Lake,972.0
57279,South Dakota,Wilmot,933.0
57301,South Dakota,Mitchell,18967.0
57311,South Dakota,Alexandria,1699.0
57312,South Dakota,Alpena,673.0
57313,South Dakota,Armour,1193.0
57314,South Dakota,Artesian,648.0
57315,South Dakota,Avon,1064.0
57317,South Dakota,Bonesteel,641.0
57319,South Dakota,Bridgewater,936.0
57321,South Dakota,Canova,342.0
57322,South Dakota,Carpenter,315.0
57323,South Dakota,Carthage,212.0
57324,South Dakota,Cavour,396.0
57325,South Dakota,Chamberlain,3199.0
57328,South Dakota,Corsica,1173.0
57329,South Dakota,Dante,350.0
57330,South Dakota,Delmont,548.0
57331,South Dakota,Dimock,237.0
57332,South Dakota,Emery,767.0
57334,South Dakota,Ethan,809.0
57335,South Dakota,Fairfax,227.0
57337,South Dakota,Fedora,61.0
57339,South Dakota,Fort Thompson,1341.0
57340,South Dakota,Fulton,186.0
57341,South Dakota,Gann Valley,146.0
57342,South Dakota,Geddes,298.0
57344,South Dakota,Harrison,103.0
57345,South Dakota,Highmore,1094.0
57346,South Dakota,Stephan,43.0
57348,South Dakota,Hitchcock,891.0
57349,South Dakota,Howard,1498.0
57350,South Dakota,Huron,15899.0
57353,South Dakota,Iroquois,806.0
57354,South Dakota,Kaylor,15.0
57355,South Dakota,Kimball,1323.0
57356,South Dakota,Lake Andes,2195.0
57358,South Dakota,Lane,9.0
57359,South Dakota,Letcher,612.0
57361,South Dakota,Marty,191.0
57362,South Dakota,Miller,1935.0
57363,South Dakota,Mount Vernon,905.0
57364,South Dakota,New Holland,4.0
57365,South Dakota,Oacoma,522.0
57366,South Dakota,Parkston,2728.0
57367,South Dakota,Pickstown,289.0
57368,South Dakota,Plankinton,1074.0
57369,South Dakota,Platte,2671.0
57370,South Dakota,Pukwana,739.0
57371,South Dakota,Ree Heights,191.0
57373,South Dakota,Saint Lawrence,383.0
57374,South Dakota,Spencer,290.0
57375,South Dakota,Stickney,632.0
57376,South Dakota,Tripp,865.0
57379,South Dakota,Virgil,73.0
57380,South Dakota,Wagner,3410.0
57381,South Dakota,Wessington,426.0
57382,South Dakota,Wessington Springs,1141.0
57383,South Dakota,White Lake,817.0
57384,South Dakota,Wolsey,1156.0
57385,South Dakota,Woonsocket,1335.0
57386,South Dakota,Yale,342.0
57401,South Dakota,Aberdeen,32217.0
57420,South Dakota,Akaska,186.0
57421,South Dakota,Amherst,54.0
57422,South Dakota,Andover,157.0
57424,South Dakota,Ashton,306.0
57426,South Dakota,Barnard,48.0
57427,South Dakota,Bath,438.0
57428,South Dakota,Bowdle,498.0
57429,South Dakota,Brentford,71.0
57430,South Dakota,Britton,1900.0
57432,South Dakota,Claremont,239.0
57433,South Dakota,Columbia,355.0
57434,South Dakota,Conde,485.0
57435,South Dakota,Cresbard,282.0
57436,South Dakota,Doland,483.0
57437,South Dakota,Eureka,1338.0
57438,South Dakota,Faulkton,1034.0
57439,South Dakota,Ferney,22.0
57440,South Dakota,Frankfort,506.0
57441,South Dakota,Frederick,607.0
57442,South Dakota,Gettysburg,2129.0
57445,South Dakota,Groton,1910.0
57446,South Dakota,Hecla,628.0
57448,South Dakota,Hosmer,446.0
57449,South Dakota,Houghton,333.0
57450,South Dakota,Hoven,567.0
57451,South Dakota,Ipswich,2543.0
57452,South Dakota,Java,243.0
57454,South Dakota,Langford,726.0
57455,South Dakota,Lebanon,131.0
57456,South Dakota,Leola,674.0
57457,South Dakota,Long Lake,88.0
57460,South Dakota,Mansfield,321.0
57461,South Dakota,Mellette,304.0
57465,South Dakota,Northville,405.0
57466,South Dakota,Onaka,190.0
57467,South Dakota,Orient,386.0
57468,South Dakota,Pierpont,277.0
57469,South Dakota,Redfield,3109.0
57470,South Dakota,Rockham,117.0
57471,South Dakota,Roscoe,505.0
57472,South Dakota,Selby,1077.0
57473,South Dakota,Seneca,288.0
57474,South Dakota,Stratford,234.0
57475,South Dakota,Tolstoy,119.0
57476,South Dakota,Tulare,427.0
57477,South Dakota,Turton,128.0
57479,South Dakota,Warner,599.0
57481,South Dakota,Westport,375.0
57501,South Dakota,Pierre,17380.0
57520,South Dakota,Agar,145.0
57521,South Dakota,Belvidere,201.0
57522,South Dakota,Blunt,496.0
57523,South Dakota,Burke,968.0
57528,South Dakota,Colome,1014.0
57529,South Dakota,Dallas,271.0
57531,South Dakota,Draper,93.0
57532,South Dakota,Fort Pierre,2937.0
57533,South Dakota,Gregory,1697.0
57534,South Dakota,Hamill,148.0
57536,South Dakota,Harrold,313.0
57537,South Dakota,Hayes,130.0
57538,South Dakota,Herrick,258.0
57540,South Dakota,Holabird,162.0
57541,South Dakota,Ideal,194.0
57543,South Dakota,Kadoka,837.0
57544,South Dakota,Kennebec,451.0
57547,South Dakota,Long Valley,111.0
57548,South Dakota,Lower Brule,1651.0
57551,South Dakota,Martin,2085.0
57552,South Dakota,Midland,540.0
57553,South Dakota,Milesville,202.0
57555,South Dakota,Mission,3516.0
57559,South Dakota,Murdo,752.0
57560,South Dakota,Norris,497.0
57562,South Dakota,Okaton,120.0
57563,South Dakota,Okreek,62.0
57564,South Dakota,Onida,797.0
57566,South Dakota,Parmelee,990.0
57567,South Dakota,Philip,1027.0
57568,South Dakota,Presho,635.0
57569,South Dakota,Reliance,252.0
57570,South Dakota,Rosebud,2572.0
57571,South Dakota,Saint Charles,31.0
57572,South Dakota,Saint Francis,1474.0
57574,South Dakota,Tuthill,106.0
57576,South Dakota,Vivian,87.0
57577,South Dakota,Wanblee,1175.0
57579,South Dakota,White River,1346.0
57580,South Dakota,Winner,4168.0
57584,South Dakota,Witten,80.0
57585,South Dakota,Wood,110.0
57601,South Dakota,Mobridge,3514.0
57620,South Dakota,Bison,606.0
57621,South Dakota,Bullhead,250.0
57622,South Dakota,Cherry Creek,280.0
57623,South Dakota,Dupree,912.0
57625,South Dakota,Eagle Butte,3906.0
57626,South Dakota,Faith,802.0
57630,South Dakota,Glencross,31.0
57631,South Dakota,Glenham,348.0
57632,South Dakota,Herreid,730.0
57633,South Dakota,Isabel,402.0
57634,South Dakota,Keldron,157.0
57636,South Dakota,Lantry,77.0
57638,South Dakota,Lemmon,1910.0
57639,South Dakota,Little Eagle,355.0
57640,South Dakota,Lodgepole,44.0
57641,South Dakota,McIntosh,235.0
57642,South Dakota,McLaughlin,2009.0
57644,South Dakota,Meadow,259.0
57645,South Dakota,Morristown,142.0
57646,South Dakota,Mound City,267.0
57648,South Dakota,Pollock,419.0
57649,South Dakota,Prairie City,255.0
57650,South Dakota,Ralph,13.0
57651,South Dakota,Reva,73.0
57652,South Dakota,Ridgeview,409.0
57656,South Dakota,Timber Lake,842.0
57657,South Dakota,Trail City,218.0
57658,South Dakota,Wakpala,410.0
57659,South Dakota,Walker,12.0
57660,South Dakota,Watauga,95.0
57661,South Dakota,Whitehorse,183.0
57701,South Dakota,Rapid City,45046.0
57702,South Dakota,Rapid City,34985.0
57703,South Dakota,Rapid City,16951.0
57706,South Dakota,Ellsworth Afb,2339.0
57714,South Dakota,Allen,1168.0
57716,South Dakota,Batesland,362.0
57717,South Dakota,Belle Fourche,8468.0
57718,South Dakota,Black Hawk,7507.0
57719,South Dakota,Box Elder,11583.0
57720,South Dakota,Buffalo,695.0
57722,South Dakota,Buffalo Gap,143.0
57724,South Dakota,Camp Crook,238.0
57725,South Dakota,Caputa,245.0
57730,South Dakota,Custer,5809.0
57732,South Dakota,Deadwood,1944.0
57735,South Dakota,Edgemont,1614.0
57737,South Dakota,Enning,47.0
57738,South Dakota,Fairburn,364.0
57741,South Dakota,Fort Meade,134.0
57744,South Dakota,Hermosa,2243.0
57745,South Dakota,Hill City,1851.0
57747,South Dakota,Hot Springs,5590.0
57748,South Dakota,Howes,295.0
57750,South Dakota,Interior,197.0
57751,South Dakota,Keystone,947.0
57752,South Dakota,Kyle,2439.0
57754,South Dakota,Lead,3542.0
57755,South Dakota,Ludlow,130.0
57756,South Dakota,Manderson,681.0
57758,South Dakota,Mud Butte,60.0
57759,South Dakota,Nemo,338.0
57760,South Dakota,Newell,951.0
57761,South Dakota,New Underwood,1188.0
57762,South Dakota,Nisland,517.0
57763,South Dakota,Oelrichs,384.0
57764,South Dakota,Oglala,1968.0
57766,South Dakota,Oral,123.0
57767,South Dakota,Owanka,180.0
57769,South Dakota,Piedmont,4121.0
57770,South Dakota,Pine Ridge,5815.0
57772,South Dakota,Porcupine,1381.0
57773,South Dakota,Pringle,221.0
57775,South Dakota,Quinn,358.0
57776,South Dakota,Redig,0.0
57779,South Dakota,Saint Onge,267.0
57780,South Dakota,Scenic,64.0
57782,South Dakota,Smithwick,63.0
57783,South Dakota,Spearfish,16533.0
57785,South Dakota,Sturgis,10523.0
57787,South Dakota,Union Center,677.0
57788,South Dakota,Vale,675.0
57790,South Dakota,Wall,1076.0
57791,South Dakota,Wasta,163.0
57792,South Dakota,White Owl,86.0
57793,South Dakota,Whitewood,2107.0
57794,South Dakota,Wounded Knee,857.0
57799,South Dakota,Spearfish,565.0
58001,North Dakota,Abercrombie,261.0
58002,North Dakota,Absaraka,0.0
58004,North Dakota,Amenia,371.0
58005,North Dakota,Argusville,892.0
58006,North Dakota,Arthur,508.0
58007,North Dakota,Ayr,114.0
58008,North Dakota,Barney,213.0
58009,North Dakota,Blanchard,30.0
58011,North Dakota,Buffalo,441.0
58012,North Dakota,Casselton,2736.0
58013,North Dakota,Cayuga,110.0
58015,North Dakota,Christine,256.0
58016,North Dakota,Clifford,206.0
58017,North Dakota,Cogswell,326.0
58018,North Dakota,Colfax,467.0
58021,North Dakota,Davenport,595.0
58027,North Dakota,Enderlin,1450.0
58029,North Dakota,Erie,77.0
58030,North Dakota,Fairmount,662.0
58031,North Dakota,Fingal,399.0
58032,North Dakota,Forman,747.0
58033,North Dakota,Fort Ransom,433.0
58035,North Dakota,Galesburg,263.0
58036,North Dakota,Gardner,337.0
58038,North Dakota,Grandin,248.0
58040,North Dakota,Gwinner,1001.0
58041,North Dakota,Hankinson,1520.0
58042,North Dakota,Harwood,1291.0
58043,North Dakota,Havana,132.0
58045,North Dakota,Hillsboro,2103.0
58046,North Dakota,Hope,739.0
58047,North Dakota,Horace,4427.0
58048,North Dakota,Hunter,462.0
58049,North Dakota,Kathryn,292.0
58051,North Dakota,Kindred,1866.0
58052,North Dakota,Leonard,562.0
58053,North Dakota,Lidgerwood,1368.0
58054,North Dakota,Lisbon,3183.0
58056,North Dakota,Luverne,141.0
58057,North Dakota,Mcleod,180.0
58058,North Dakota,Mantador,129.0
58059,North Dakota,Mapleton,1462.0
58060,North Dakota,Milnor,1201.0
58061,North Dakota,Mooreton,320.0
58062,North Dakota,Nome,152.0
58063,North Dakota,Oriska,401.0
58064,North Dakota,Page,463.0
58065,North Dakota,Pillsbury,9.0
58067,North Dakota,Rutland,259.0
58068,North Dakota,Sheldon,314.0
58069,North Dakota,Stirum,130.0
58071,North Dakota,Tower City,411.0
58072,North Dakota,Valley City,7928.0
58074,North Dakota,Wahpeton,35.0
58075,North Dakota,Wahpeton,8955.0
58076,North Dakota,Wahpeton,528.0
58077,North Dakota,Walcott,759.0
58078,North Dakota,West Fargo,39243.0
58079,North Dakota,Wheatland,452.0
58081,North Dakota,Wyndmere,785.0
58102,North Dakota,Fargo,32256.0
58103,North Dakota,Fargo,48577.0
58104,North Dakota,Fargo,46165.0
58105,North Dakota,Fargo,2533.0
58201,North Dakota,Grand Forks,42353.0
58202,North Dakota,Grand Forks,2976.0
58203,North Dakota,Grand Forks,16280.0
58204,North Dakota,Grand Forks Afb,1860.0
58205,North Dakota,Grand Forks Afb,253.0
58210,North Dakota,Adams,269.0
58212,North Dakota,Aneta,370.0
58214,North Dakota,Arvilla,418.0
58216,North Dakota,Bathgate,168.0
58218,North Dakota,Buxton,775.0
58219,North Dakota,Caledonia,69.0
58220,North Dakota,Cavalier,2204.0
58222,North Dakota,Crystal,209.0
58223,North Dakota,Cummings,138.0
58224,North Dakota,Dahlen,55.0
58225,North Dakota,Drayton,1081.0
58227,North Dakota,Edinburg,535.0
58228,North Dakota,Emerado,716.0
58229,North Dakota,Fairdale,62.0
58230,North Dakota,Finley,568.0
58231,North Dakota,Fordville,459.0
58233,North Dakota,Forest River,277.0
58235,North Dakota,Gilby,577.0
58236,North Dakota,Glasston,42.0
58237,North Dakota,Grafton,5156.0
58238,North Dakota,Hamilton,104.0
58239,North Dakota,Hannah,20.0
58240,North Dakota,Hatton,1171.0
58241,North Dakota,Hensel,218.0
58243,North Dakota,Hoople,546.0
58244,North Dakota,Inkster,43.0
58249,North Dakota,Langdon,2224.0
58250,North Dakota,Lankin,210.0
58251,North Dakota,Larimore,1941.0
58254,North Dakota,Mcville,516.0
58255,North Dakota,Maida,0.0
58256,North Dakota,Manvel,824.0
58257,North Dakota,Mayville,2340.0
58258,North Dakota,Mekinock,263.0
58259,North Dakota,Michigan,470.0
58260,North Dakota,Milton,227.0
58261,North Dakota,Minto,1295.0
58262,North Dakota,Mountain,116.0
58265,North Dakota,Neche,561.0
58266,North Dakota,Niagara,157.0
58267,North Dakota,Northwood,1426.0
58269,North Dakota,Osnabrock,219.0
58270,North Dakota,Park River,1905.0
58271,North Dakota,Pembina,590.0
58272,North Dakota,Petersburg,229.0
58273,North Dakota,Pisek,154.0
58274,North Dakota,Portland,925.0
58275,North Dakota,Reynolds,796.0
58276,North Dakota,Saint Thomas,434.0
58277,North Dakota,Sharon,151.0
58278,North Dakota,Thompson,1882.0
58281,North Dakota,Wales,58.0
58282,North Dakota,Walhalla,1254.0
58301,North Dakota,Devils Lake,10190.0
58310,North Dakota,Agate,10.0
58311,North Dakota,Alsen,69.0
58313,North Dakota,Balta,49.0
58316,North Dakota,Belcourt,5920.0
58317,North Dakota,Bisbee,188.0
58318,North Dakota,Bottineau,3874.0
58321,North Dakota,Brocket,99.0
58323,North Dakota,Calvin,80.0
58324,North Dakota,Cando,1388.0
58325,North Dakota,Churchs Ferry,64.0
58327,North Dakota,Crary,354.0
58329,North Dakota,Dunseith,2940.0
58330,North Dakota,Edmore,514.0
58331,North Dakota,Egeland,172.0
58332,North Dakota,Esmond,227.0
58335,North Dakota,Fort Totten,1256.0
58338,North Dakota,Hampden,104.0
58339,North Dakota,Hansboro,23.0
58341,North Dakota,Harvey,2526.0
58343,North Dakota,Knox,55.0
58344,North Dakota,Lakota,1012.0
58345,North Dakota,Lawton,157.0
58346,North Dakota,Leeds,546.0
58348,North Dakota,Maddock,727.0
58351,North Dakota,Minnewaukan,345.0
58352,North Dakota,Munich,480.0
58353,North Dakota,Mylo,92.0
58355,North Dakota,Nekoma,49.0
58356,North Dakota,New Rockford,1711.0
58357,North Dakota,Oberon,557.0
58361,North Dakota,Pekin,264.0
58362,North Dakota,Penn,20.0
58363,North Dakota,Perth,74.0
58365,North Dakota,Rocklake,167.0
58366,North Dakota,Rolette,873.0
58367,North Dakota,Rolla,1519.0
58368,North Dakota,Rugby,3408.0
58369,North Dakota,Saint John,1011.0
58370,North Dakota,Saint Michael,1255.0
58372,North Dakota,Sarles,115.0
58374,North Dakota,Sheyenne,534.0
58377,North Dakota,Starkweather,221.0
58379,North Dakota,Tokio,286.0
58380,North Dakota,Tolna,431.0
58381,North Dakota,Warwick,440.0
58382,North Dakota,Webster,116.0
58384,North Dakota,Willow City,258.0
58385,North Dakota,Wolford,196.0
58386,North Dakota,York,62.0
58401,North Dakota,Jamestown,17410.0
58402,North Dakota,Jamestown,114.0
58405,North Dakota,Jamestown,680.0
58413,North Dakota,Ashley,992.0
58415,North Dakota,Berlin,211.0
58416,North Dakota,Binford,404.0
58418,North Dakota,Bowdon,415.0
58420,North Dakota,Buchanan,358.0
58421,North Dakota,Carrington,2981.0
58422,North Dakota,Cathay,202.0
58423,North Dakota,Chaseley,60.0
58424,North Dakota,Cleveland,445.0
58425,North Dakota,Cooperstown,1316.0
58426,North Dakota,Courtenay,195.0
58428,North Dakota,Dawson,233.0
58429,North Dakota,Dazey,271.0
58430,North Dakota,Denhoff,150.0
58431,North Dakota,Dickey,135.0
58433,North Dakota,Edgeley,1229.0
58436,North Dakota,Ellendale,1715.0
58438,North Dakota,Fessenden,730.0
58439,North Dakota,Forbes,248.0
58440,North Dakota,Fredonia,90.0
58441,North Dakota,Fullerton,324.0
58442,North Dakota,Gackle,496.0
58443,North Dakota,Glenfield,135.0
58444,North Dakota,Goodrich,161.0
58445,North Dakota,Grace City,208.0
58448,North Dakota,Hannaford,339.0
58451,North Dakota,Hurdsfield,66.0
58452,North Dakota,Jessie,52.0
58454,North Dakota,Jud,326.0
58455,North Dakota,Kensal,384.0
58456,North Dakota,Kulm,601.0
58458,North Dakota,Lamoure,1089.0
58460,North Dakota,Lehr,137.0
58461,North Dakota,Litchville,442.0
58463,North Dakota,Mcclusky,579.0
58464,North Dakota,Mchenry,229.0
58466,North Dakota,Marion,460.0
58467,North Dakota,Medina,558.0
58472,North Dakota,Montpelier,398.0
58474,North Dakota,Oakes,2806.0
58475,North Dakota,Pettibone,121.0
58476,North Dakota,Pingree,412.0
58477,North Dakota,Regan,147.0
58478,North Dakota,Robinson,126.0
58479,North Dakota,Rogers,161.0
58480,North Dakota,Sanborn,196.0
58481,North Dakota,Spiritwood,212.0
58482,North Dakota,Steele,979.0
58483,North Dakota,Streeter,354.0
58484,North Dakota,Sutton,99.0
58486,North Dakota,Sykeston,164.0
58487,North Dakota,Tappen,617.0
58488,North Dakota,Tuttle,149.0
58490,North Dakota,Verona,297.0
58492,North Dakota,Wimbledon,387.0
58494,North Dakota,Wing,422.0
58495,North Dakota,Wishek,1204.0
58496,North Dakota,Woodworth,125.0
58497,North Dakota,Ypsilanti,178.0
58501,North Dakota,Bismarck,28579.0
58503,North Dakota,Bismarck,36944.0
58504,North Dakota,Bismarck,29545.0
58505,North Dakota,Bismarck,0.0
58520,North Dakota,Almont,253.0
58521,North Dakota,Baldwin,705.0
58523,North Dakota,Beulah,3272.0
58524,North Dakota,Braddock,62.0
58528,North Dakota,Cannon Ball,766.0
58529,North Dakota,Carson,717.0
58530,North Dakota,Center,1113.0
58531,North Dakota,Coleharbor,341.0
58532,North Dakota,Driscoll,275.0
58533,North Dakota,Elgin,957.0
58535,North Dakota,Flasher,444.0
58538,North Dakota,Fort Yates,2274.0
58540,North Dakota,Garrison,3154.0
58541,North Dakota,Golden Valley,548.0
58542,North Dakota,Hague,250.0
58544,North Dakota,Hazelton,565.0
58545,North Dakota,Hazen,3247.0
58549,North Dakota,Kintyre,299.0
58552,North Dakota,Linton,1358.0
58554,North Dakota,Mandan,28814.0
58558,North Dakota,Menoken,913.0
58559,North Dakota,Mercer,364.0
58560,North Dakota,Moffit,288.0
58561,North Dakota,Napoleon,1039.0
58562,North Dakota,New Leipzig,301.0
58563,North Dakota,New Salem,1951.0
58564,North Dakota,Raleigh,98.0
58565,North Dakota,Riverdale,182.0
58566,North Dakota,Saint Anthony,255.0
58568,North Dakota,Selfridge,526.0
58569,North Dakota,Shields,108.0
58570,North Dakota,Solen,484.0
58571,North Dakota,Stanton,784.0
58572,North Dakota,Sterling,337.0
58573,North Dakota,Strasburg,763.0
58575,North Dakota,Turtle Lake,850.0
58576,North Dakota,Underwood,1073.0
58577,North Dakota,Washburn,1850.0
58579,North Dakota,Wilton,1022.0
58580,North Dakota,Zap,523.0
58581,North Dakota,Zeeland,291.0
58601,North Dakota,Dickinson,29309.0
58620,North Dakota,Amidon,183.0
58621,North Dakota,Beach,1271.0
58622,North Dakota,Belfield,1781.0
58623,North Dakota,Bowman,2030.0
58625,North Dakota,Dodge,288.0
58626,North Dakota,Dunn Center,636.0
58627,North Dakota,Fairfield,181.0
58630,North Dakota,Gladstone,479.0
58631,North Dakota,Glen Ullin,989.0
58632,North Dakota,Golva,274.0
58634,North Dakota,Grassy Butte,318.0
58636,North Dakota,Halliday,934.0
58638,North Dakota,Hebron,966.0
58639,North Dakota,Hettinger,1764.0
58640,North Dakota,Killdeer,1226.0
58641,North Dakota,Lefor,71.0
58642,North Dakota,Manning,321.0
58643,North Dakota,Marmarth,122.0
58644,North Dakota,Marshall,21.0
58645,North Dakota,Medora,243.0
58646,North Dakota,Mott,1041.0
58647,North Dakota,New England,1301.0
58649,North Dakota,Reeder,311.0
58650,North Dakota,Regent,425.0
58651,North Dakota,Rhame,516.0
58652,North Dakota,Richardton,1198.0
58653,North Dakota,Scranton,708.0
58654,North Dakota,Sentinel Butte,230.0
58655,North Dakota,South Heart,591.0
58656,North Dakota,Taylor,368.0
58701,North Dakota,Minot,32855.0
58703,North Dakota,Minot,22780.0
58704,North Dakota,Minot Afb,4658.0
58705,North Dakota,Minot Afb,285.0
58707,North Dakota,Minot,509.0
58710,North Dakota,Anamoose,565.0
58711,North Dakota,Antler,251.0
58712,North Dakota,Balfour,78.0
58713,North Dakota,Bantry,175.0
58716,North Dakota,Benedict,306.0
58718,North Dakota,Berthold,1157.0
58721,North Dakota,Bowbells,433.0
58722,North Dakota,Burlington,1526.0
58723,North Dakota,Butte,210.0
58725,North Dakota,Carpio,347.0
58727,North Dakota,Columbus,143.0
58730,North Dakota,Crosby,1350.0
58731,North Dakota,Deering,355.0
58733,North Dakota,Des Lacs,256.0
58734,North Dakota,Donnybrook,220.0
58735,North Dakota,Douglas,483.0
58736,North Dakota,Drake,469.0
58737,North Dakota,Flaxton,177.0
58740,North Dakota,Glenburn,777.0
58741,North Dakota,Granville,672.0
58744,North Dakota,Karlsruhe,114.0
58746,North Dakota,Kenmare,1581.0
58748,North Dakota,Kramer,139.0
58750,North Dakota,Lansford,482.0
58752,North Dakota,Lignite,380.0
58755,North Dakota,Mcgregor,206.0
58756,North Dakota,Makoti,161.0
58757,North Dakota,Mandaree,1171.0
58758,North Dakota,Martin,271.0
58759,North Dakota,Max,665.0
58760,North Dakota,Maxbass,237.0
58761,North Dakota,Mohall,848.0
58762,North Dakota,Newburg,190.0
58763,North Dakota,New Town,3982.0
58765,North Dakota,Noonan,350.0
58768,North Dakota,Norwich,402.0
58769,North Dakota,Palermo,174.0
58770,North Dakota,Parshall,1679.0
58771,North Dakota,Plaza,519.0
58772,North Dakota,Portal,159.0
58773,North Dakota,Powers Lake,990.0
58775,North Dakota,Roseglen,181.0
58776,North Dakota,Ross,255.0
58778,North Dakota,Ruso,125.0
58779,North Dakota,Ryder,340.0
58781,North Dakota,Sawyer,607.0
58782,North Dakota,Sherwood,497.0
58783,North Dakota,Souris,434.0
58784,North Dakota,Stanley,2860.0
58785,North Dakota,Surrey,1630.0
58787,North Dakota,Tolley,65.0
58788,North Dakota,Towner,827.0
58789,North Dakota,Upham,443.0
58790,North Dakota,Velva,1460.0
58792,North Dakota,Voltaire,258.0
58793,North Dakota,Westhope,586.0
58794,North Dakota,White Earth,206.0
58795,North Dakota,Wildrose,153.0
58801,North Dakota,Williston,33579.0
58830,North Dakota,Alamo,154.0
58831,North Dakota,Alexander,1133.0
58833,North Dakota,Ambrose,213.0
58835,North Dakota,Arnegard,904.0
58838,North Dakota,Cartwright,309.0
